wid	txtid	inv_nr	cth_number	lnr	trans	text	text_tags	text_clean	subscr	matlect	num	sign	corr	deleted	added	ras	rasx	gap	note	link	mrp0sel	combined
61	KUB 60.15		523	12′			<del_in/>	[														{'lg': 'Hit'}
62	KUB 60.15		523	13′			<del_in/>	[														{'lg': 'Hit'}
63	KUB 60.15		523	13′			"<space c=""28""/>"	****************************														{'lg': 'Hit'}
64	KUB 60.15		523	13′	marnuan	mar	mar<del_fin/>-<laes_in/>nu-wa-an<laes_fin/>	mar]-⸢nu-wa-an⸣													1a 1b 	{'lg': 'Hit', 'mrp1': 'marnu=a-@(Biersorte)@{ a → NOM.SG.N} { b → ACC.SG.N} { c → STF}@1.2@', 'mrp2': 'mar=nu-@verschwinden lassen@{ a → PTCP.NOM.SG.N} { b → PTCP.ACC.SG.N} { c → PTCP.INDCL}@I.13@'}
65	KUB 60.15		523	13′	1		<num/>1	1			<num/>1										1	{'lg': 'Hit', 'mrp1': '1@ein@@QUANcar@'}
66	KUB 60.15		523	13′	DUG		<sGr>DUG</sGr>	DUG													1a 1b 	{'lg': 'Hit', 'mrp1': 'DUG=i-@Gefäß@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.2.1.1@'}
67	KUB 60.15		523	13′	GEŠTINia		<sGr>GEŠTIN</sGr>-ia	GEŠTIN-ia													4e 	{'lg': 'Hit', 'mrp1': 'GEŠTIN=@Weinfunktionär@D/L.SG@29.1.1 += a@CNJctr@@(LÚ)', 'mrp2': 'GEŠTIN=a-@Wein@D/L.SG@28.1.1 += a@CNJctr@@(GIŠ)', 'mrp3': 'GEŠTIN=@Weinfunktionär@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.1 += ya@CNJadd@@(LÚ)', 'mrp4': 'GEŠTIN=a-@Wein@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.1.1 += ya@CNJadd@@(GIŠ)'}
68	KUB 60.15		523	13′			<del_in/>	[														{'lg': 'Hit'}
69	KUB 60.15		523	14′			<del_in/>	[														{'lg': 'Hit'}
70	KUB 60.15		523	14′			"<space c=""39""/>"	***************************************														{'lg': 'Hit'}
71	KUB 60.15		523	14′			<del_fin/>	]														{'lg': 'Hit'}
72	KUB 60.15		523	14′	peran	pé-ra-an	pé-ra-an	pé-ra-an													3	{'lg': 'Hit', 'mrp1': 'peran@vor@@ADV@', 'mrp2': 'peran@vor@@POSP@', 'mrp3': 'peran@vor-@@PREV@', 'mrp4': 'per, parn-@Haus@{ a → NOM.SG.N} { b → ACC.SG.N} { c → STF} { d → D/L.SG} { e → NOM.PL.N} { f → ACC.PL.N}@16 += an@PPRO.3SG.C.ACC@@'}
73	KUB 60.15		523	14′	tianzi	ti-ia-a	ti-ia-a<del_in/>n-zi	ti-ia-a[n-zi													1	{'lg': 'Hit', 'mrp1': 'dai-/te-/ti(ya)-@setzen@3PL.PRS@II.6.1@', 'mrp2': 'tiye/a-@treten@3PL.PRS@I.7.2@'}
0	KUB 60.16		523	Vs. 1	ME-EL-QÉ-ET		<aGr><del_in/>ME-E<del_fin/>L-QÉ-ET</aGr>	#[ME-E]L-QÉ-ET#													1a 	{'lg': 'Hit', 'mrp1': 'MELQĒTU@Ration@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@@'}
1	KUB 60.16		523	Vs. 1	LÚ		<sGr>LÚ</sGr>	LÚ													1e 	{'lg': 'Hit', 'mrp1': 'LÚ=a-@Mann@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.1.1@', 'mrp2': 'LÚ=a-@Ziti@{ a → PNm.NOM.SG(UNM)} { b → PNm.ACC.SG(UNM)} { c → PNm.GEN.SG(UNM)} { d → PNm.D/L.SG(UNM)} { e → PNm.ABL(UNM)} { f → PNm.INS(UNM)} { g → PNm.VOC.SG(UNM)}@38.1@M'}
2	KUB 60.16		523	Vs. 1		x	x<del_in/>	x[													DEL	{'lg': 'Hit'}
3	KUB 60.16		523	Vs. 2	I-NA TIR		<aGr><laes_in/>I<laes_fin/>-NA</aGr> <d>GIŠ</d><sGr>TIR</sGr>	#⸢I⸣-NA# ~GIŠ~TIR													1a 	{'lg': 'Hit', 'mrp1': 'TIR=@Wald@{ a → …:D/L} { b → …:ABL}@28.14.3@GIŠ'}
4	KUB 60.16		523	Vs. 2		x	x<del_in/>	x[													DEL	{'lg': 'Hit'}
5	KUB 60.16		523	Vs. 3	3		<num/>3	3			<num/>3										1	{'lg': 'Hit', 'mrp1': '3@drei@@QUANcar@'}
6	KUB 60.16		523	Vs. 3	šarama~		<d>NINDA</d>ša-<laes_in/>ra-a<laes_fin/>-m<del_in/>a-	~NINDA~ša-⸢ra-a⸣-m[a-													DEL	{'lg': 'Hit'}
7	KUB 60.16		523	Vs. 4	wakeššar		<d>NINDA</d>wa-g<del_in/>e-eš-šar	~NINDA~wa-g[e-eš-šar													1a 1b 	{'lg': 'Hit', 'mrp1': 'wag=eššar@(Gebäckbezeichnung)@{ a → NOM.SG.N} { b → ACC.SG.N} { c → NOM.PL.N} { d → ACC.PL.N} { e → STF}@14.3@(NINDA)'}
8	KUB 60.16		523	Vs. 5	uli~	u-	"u-<laes_in/>li<laes_fin/>-<note n=""1"" c=""<P_f_Text_20_body>Oder 10 <SP_f_AO_3a_Hittite>li-</SP_f_AO_3a_Hittite><del_in/>; vgl. <SP_f_AO_3a_-LIT>Groddek D. 2006c</SP_f_AO_3a_-LIT>: 14, Anm. 5.</P_f_Text_20_body>""/><del_in/>"	u-⸢li⸣-[											"<note n=""1"" c=""<P_f_Text_20_body>Oder 10 <SP_f_AO_3a_Hittite>li-</SP_f_AO_3a_Hittite>[; vgl. <SP_f_AO_3a_-LIT>Groddek D. 2006c</SP_f_AO_3a_-LIT>: 14, Anm. 5.</P_f_Text_20_body>""/>"		DEL	{'lg': 'Hit'}
9	KUB 60.16		523	Vs. 6	1		<num/>1	1			<num/>1										1	{'lg': 'Hit', 'mrp1': '1@ein@@QUANcar@'}
10	KUB 60.16		523	Vs. 6	BÁN		<sGr>BÁN</sGr>	BÁN													1a 1b 	{'lg': 'Hit', 'mrp1': 'BÁN=@Hohlmaß (sūtu)@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.1@'}
11	KUB 60.16		523	Vs. 6		x	x<del_in/>	x[													DEL	{'lg': 'Hit'}
12	KUB 60.16		523	Vs. 7	18		<num/>18	18			<num/>18										1	{'lg': 'Hit', 'mrp1': '18@18@@QUANcar@'}
13	KUB 60.16		523	Vs. 7		x	x<del_in/>	x[													DEL	{'lg': 'Hit'}
14	KUB 60.16		523	Vs. 8	½		<num/>½	½			<num/>½										1	{'lg': 'Hit', 'mrp1': '½@ein halb@@QUANcar@'}
15	KUB 60.16		523	Vs. 8		x	x<del_in/>	x[													DEL	{'lg': 'Hit'}
16	KUB 60.16		523	Vs. 9	1		<num/>1	1			<num/>1										1	{'lg': 'Hit', 'mrp1': '1@ein@@QUANcar@'}
17	KUB 60.16		523	Vs. 9		x	x<del_in/>	x[													DEL	{'lg': 'Hit'}
18	KUB 60.16		523	Vs. 10	2		<num/>2	2			<num/>2										1	{'lg': 'Hit', 'mrp1': '2@zwei@@QUANcar@'}
19	KUB 60.16		523	Vs. 10		x	x<del_in/>	x[													DEL	{'lg': 'Hit'}
20	KUB 60.16		523	Vs. 11	6		<num/>6	6			<num/>6										1	{'lg': 'Hit', 'mrp1': '6@sechs@@QUANcar@'}
21	KUB 60.16		523	Vs. 11			<del_in/>	[														{'lg': 'Hit'}
22	KUB 60.16		523	Vs. 12		x	x<del_in/>	x[													DEL	{'lg': 'Hit'}
0	ABoT 2.115		523	1′			"<space c=""63""/>"	***************************************************************														{'lg': 'Hit'}
1	ABoT 2.115		523	1′			<del_fin/>x<del_in/>	]x[													DEL	{'lg': 'Hit'}
2	ABoT 2.115		523	2′			"<space c=""35""/>"	***********************************														{'lg': 'Hit'}
3	ABoT 2.115		523	2′	ḫaniššaš		<d>DU<del_fin/>G</d>ḫa-<laes_in/>ni-iš<laes_fin/>-ša-aš	~DU]G~ḫa-⸢ni-iš⸣-ša-aš													1sg 	{'lg': 'Hit', 'mrp1': 'ḫanišš=a-@Schöpfgefäß@{ a → NOM.SG.C} { b → GEN.SG} { c → GEN.PL} { d → D/L.PL}@1.1@DUG'}
4	ABoT 2.115		523	2′		x	x<del_in/>	x[													DEL	{'lg': 'Hit'}
5	ABoT 2.115		523	3′			"<space c=""21""/>"	*********************														{'lg': 'Hit'}
6	ABoT 2.115		523	3′	NINDA.ZI.ḪAR.ḪAR		<sGr>NINDA.Z<del_fin/>I.ḪAR.ḪAR</sGr>	NINDA.Z]I.ḪAR.ḪAR													1a 1b 1c 1d 	{'lg': 'Hit', 'mrp1': 'NINDA.ZI.ḪAR.ḪAR=@(Brot oder Gebäck)@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.2@'}
7	ABoT 2.115		523	3′	1		<num/>1	1			<num/>1										1	{'lg': 'Hit', 'mrp1': '1@ein@@QUANcar@'}
8	ABoT 2.115		523	3′	NINDA.KU₇		<sGr>NINDA.KU₇</sGr>	NINDA.KU₇													1a 1b 	{'lg': 'Hit', 'mrp1': 'NINDA.KU₇=@Süßbrot@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.2@'}
9	ABoT 2.115		523	3′	1		<num/>1	1			<num/>1										1	{'lg': 'Hit', 'mrp1': '1@ein@@QUANcar@'}
10	ABoT 2.115		523	3′			<d>NINDA</d><laes_in/>ta<laes_fin/>-x<del_in/>	~NINDA~⸢ta⸣-x[													DEL	{'lg': 'Hit'}
11	ABoT 2.115		523	4′			"<space c=""39""/>"	***************************************														{'lg': 'Hit'}
12	ABoT 2.115		523	4′	marnuan		<del_fin/>mar-nu-wa-an	]mar-nu-wa-an													1a 1b 	{'lg': 'Hit', 'mrp1': 'marnu=a-@(Biersorte)@{ a → NOM.SG.N} { b → ACC.SG.N} { c → STF}@1.2@', 'mrp2': 'mar=nu-@verschwinden lassen@{ a → PTCP.NOM.SG.N} { b → PTCP.ACC.SG.N} { c → PTCP.INDCL}@I.13@'}
13	ABoT 2.115		523	4′	antuašalli		<d>LÚ.MEŠ</d>a-a<del_in/>n-tu-wa-ša-al-li	~LÚ.MEŠ~a-a[n-tu-wa-ša-al-li													1a 	{'lg': 'Hit', 'mrp1': 'antuwašall=i-@(Würdenträger)@{ a → D/L.SG} { b → STF}@2.1.1@(LÚ)'}
14	ABoT 2.115		523	5′			"<space c=""21""/>"	*********************														{'lg': 'Hit'}
15	ABoT 2.115		523	5′	NINDA.ZI.ḪAR.ḪAR		<sGr>NINDA.Z<del_fin/>I.ḪAR.ḪAR</sGr>	NINDA.Z]I.ḪAR.ḪAR													1a 1b 1c 1d 	{'lg': 'Hit', 'mrp1': 'NINDA.ZI.ḪAR.ḪAR=@(Brot oder Gebäck)@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.2@'}
16	ABoT 2.115		523	5′	1		<num/>1	1			<num/>1										1	{'lg': 'Hit', 'mrp1': '1@ein@@QUANcar@'}
17	ABoT 2.115		523	5′	NINDA.KU₇		<sGr>NINDA.KU₇</sGr>	NINDA.KU₇													1a 1b 	{'lg': 'Hit', 'mrp1': 'NINDA.KU₇=@Süßbrot@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.2@'}
18	ABoT 2.115		523	5′	1		<num/>1	1			<num/>1										1	{'lg': 'Hit', 'mrp1': '1@ein@@QUANcar@'}
19	ABoT 2.115		523	5′	taḫari~		"<d>NINDA</d>ta-ḫa-r<del_in/>i<corr c=""?""/>-"	~NINDA~ta-ḫa-r[i-					"r[i<corr c=""?""/>"								DEL	{'lg': 'Hit'}
20	ABoT 2.115		523	6′			"<space c=""25""/>"	*************************														{'lg': 'Hit'}
21	ABoT 2.115		523	6′	zilipuriatallaš		<d>LÚ</d>zi-li-p<del_fin/>u-<laes_in/>ri-ia<laes_fin/>-tal-la-aš	~LÚ~zi-li-p]u-⸢ri-ia⸣-tal-la-aš													1a 1d 	{'lg': 'Hit', 'mrp1': '\xad\xad\u200c\xadzilipuriyatall=a/i-@Priester des Zilipuri@{ a → NOM.SG.C} { b → GEN.SG} { c → GEN.PL} { d → D/L.PL}@1.1.1@LÚ'}
22	ABoT 2.115		523	6′	12		<num/>12	12			<num/>12										1	{'lg': 'Hit', 'mrp1': '12@zwölf@@QUANcar@'}
23	ABoT 2.115		523	6′			<d>NINDA</d><del_in/>	~NINDA~[														{'lg': 'Hit'}
24	ABoT 2.115		523	6′	~aiš~		<del_fin/>-a-eš-<del_in/>	]-a-eš-[													DEL	{'lg': 'Hit'}
25	ABoT 2.115		523	7′			"<space c=""33""/>"	*********************************														{'lg': 'Hit'}
26	ABoT 2.115		523	7′	ḫaniššaš		<d>DUG</d><del_fin/>ḫa-ni-iš-ša-aš	~DUG~]ḫa-ni-iš-ša-aš													1a 	{'lg': 'Hit', 'mrp1': 'ḫanišš=a-@Schöpfgefäß@{ a → NOM.SG.C} { b → GEN.SG} { c → GEN.PL} { d → D/L.PL}@1.1@DUG'}
27	ABoT 2.115		523	7′	marnuan	mar-nu-an	mar-nu-an	mar-nu-an													1a 	{'lg': 'Hit', 'mrp1': 'marnu=a-@(Biersorte)@{ a → NOM.SG.N} { b → ACC.SG.N} { c → STF}@1.2@', 'mrp2': 'mar=nu-@verschwinden lassen@{ a → PTCP.NOM.SG.N} { b → PTCP.ACC.SG.N} { c → PTCP.INDCL}@I.13@'}
28	ABoT 2.115		523	7′	2		<num/>2<del_in/>	2[			<num/>2[										1	{'lg': 'Hit', 'mrp1': '2@zwei@@QUANcar@'}
29	ABoT 2.115		523	8′			"<space c=""40""/>"	****************************************														{'lg': 'Hit'}
30	ABoT 2.115		523	8′			<del_fin/>x	]x													DEL	{'lg': 'Hit'}
31	ABoT 2.115		523	8′	2		<num/>2	2			<num/>2										1	{'lg': 'Hit', 'mrp1': '2@zwei@@QUANcar@'}
32	ABoT 2.115		523	8′	NINDA		<sGr>NINDA</sGr><d>ḪI.A</d>	NINDA~ḪI.A~													1c 1d 	{'lg': 'Hit', 'mrp1': 'NINDA=@Brot@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.1.1@'}
33	ABoT 2.115		523	8′	30-li		<num/>30-li	30-li			<num/>30										1	{'lg': 'Hit', 'mrp1': '30-li@ein Dreißigstel@@QUANfrac@'}
34	ABoT 2.115		523	8′			<d>GIŠ</d><sGr>ŠUKUR</sGr>-x<del_in/>	~GIŠ~ŠUKUR-x[													DEL	{'lg': 'Hit'}
35	ABoT 2.115		523	9′			"<space c=""30""/>"	******************************														{'lg': 'Hit'}
36	ABoT 2.115		523	9′	~šalaḫašḫiašša	-š	"-š<del_fin/>a-la-ḫa-aš-ḫi-ia-aš-ša<note n=""1"" c=""Eventuell zu <SP_f_AO_3a_Determ>LÚ</SP_f_AO_3a_Determ><SP_f_AO_3a_Hittite>šalašḫa/i-</SP_f_AO_3a_Hittite>?""/>"	-š]a-la-ḫa-aš-ḫi-ia-aš-ša											"<note n=""1"" c=""Eventuell zu <SP_f_AO_3a_Determ>LÚ</SP_f_AO_3a_Determ><SP_f_AO_3a_Hittite>šalašḫa/i-</SP_f_AO_3a_Hittite>?""/>"		DEL	{'lg': 'Hit'}
37	ABoT 2.115		523	9′		x	x<del_in/>	x[													DEL	{'lg': 'Hit'}
38	ABoT 2.115		523	10′			"<space c=""38""/>"	**************************************														{'lg': 'Hit'}
39	ABoT 2.115		523	10′			<del_fin/>	]														{'lg': 'Hit'}
40	ABoT 2.115		523	10′	1		<num/>1	1			<num/>1										1	{'lg': 'Hit', 'mrp1': '1@ein@@QUANcar@'}
41	ABoT 2.115		523	10′	wakeššar		<d>NINDA</d>wa-<laes_in/>ge-eš<laes_fin/>-šar	~NINDA~wa-⸢ge-eš⸣-šar													1a 1b 	{'lg': 'Hit', 'mrp1': 'wag=eššar@(Gebäckbezeichnung)@{ a → NOM.SG.N} { b → ACC.SG.N} { c → NOM.PL.N} { d → ACC.PL.N} { e → STF}@14.3@(NINDA)'}
42	ABoT 2.115		523	10′	9-li		<num/>9-li	9-li			<num/>9										1	{'lg': 'Hit', 'mrp1': '9-li@ein Neuntel@@QUANfrac@'}
43	ABoT 2.115		523	10′	3		<num/>3<del_in/>	3[			<num/>3[										1	{'lg': 'Hit', 'mrp1': '3@drei@@QUANcar@'}
44	ABoT 2.115		523	11′			"<space c=""36""/>"	************************************														{'lg': 'Hit'}
45	ABoT 2.115		523	11′			<del_fin/>x-iš	]x-iš													DEL	{'lg': 'Hit'}
46	ABoT 2.115		523	11′	5		<num/>5	5			<num/>5										1	{'lg': 'Hit', 'mrp1': '5@fünf@@QUANcar@'}
47	ABoT 2.115		523	11′	NINDA.ZI.ḪAR.ḪAR		<sGr>NINDA.ZI.<laes_in/>ḪAR<laes_fin/>.ḪAR</sGr>	NINDA.ZI.⸢ḪAR⸣.ḪAR													1a 1b 1c 1d 	{'lg': 'Hit', 'mrp1': 'NINDA.ZI.ḪAR.ḪAR=@(Brot oder Gebäck)@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.2@'}
48	ABoT 2.115		523	11′	a~	a-	a-<del_in/>	a-[													DEL	{'lg': 'Hit'}
49	ABoT 2.115		523	12′			"<space c=""21""/>"	*********************														{'lg': 'Hit'}
50	ABoT 2.115		523	12′	BANŠUR		<d>GIŠ</d><sGr>BAN<del_fin/>ŠUR</sGr>	~GIŠ~BAN]ŠUR													1a 1b 1c 1d 	{'lg': 'Hit', 'mrp1': 'BANŠUR=@Tisch@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.1@(NA₄.)(GIŠ)'}
51	ABoT 2.115		523	12′	MUNUS.LUGALaš		<sGr>MUNUS.LUGAL</sGr>-aš	MUNUS.LUGAL-aš													2b 	{'lg': 'Hit', 'mrp1': '\xad\xad\u200c\xadMUNUS.LUGAL=a-@Ḫaššušara@{ a → DN.FNL(a).NOM.SG.C} { b → DN.GEN.SG}@36.1.1@D', 'mrp2': 'MUNUS.LUGAL=ra-@Königin@{ a → FNL(a).NOM.SG.C} { b → GEN.SG} { c → GEN.PL} { d → D/L.PL}@28.1.1.7@', 'mrp3': 'MUNUS.LUGAL=@Ḫaššušara@{ a → DN.NOM.SG(UNM)} { b → DN.ACC.SG(UNM)} { c → DN.NOM.PL(UNM)} { d → DN.ACC.PL(UNM)} { e → DN.GEN.SG(UNM)} { f → DN.GEN.PL(UNM)} { g → DN.D/L.SG(UNM)} { h → DN.D/L.PL(UNM)} { i → DN.ABL(UNM)} { j → DN.INS(UNM)} { k → DN.VOC.SG(UNM)} { l → DN.VOC.PL(UNM)}@36.6 += aš@{ R → PPRO.3SG.C.NOM} { S → PPRO.3PL.C.ACC}@@D', 'mrp4': 'MUNUS.LUGAL=ra-@Königin@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.1.1.7 += aš@{ R → PPRO.3SG.C.NOM} { S → PPRO.3PL.C.ACC}@@'}
52	ABoT 2.115		523	12′	QA-TAM-MA		<aGr>QA-TAM-MA</aGr>	#QA-TAM-MA#													1	{'lg': 'Hit', 'mrp1': 'QĀTAMMA@ebenso@ADV@@'}
53	ABoT 2.115		523	12′			<del_in/>	[														{'lg': 'Hit'}
54	ABoT 2.115		523	13′			"<space c=""36""/>"	************************************														{'lg': 'Hit'}
55	ABoT 2.115		523	13′			<del_fin/>x	]x													DEL	{'lg': 'Hit'}
56	ABoT 2.115		523	13′	9-li		<num/>9-li	9-li			<num/>9										1	{'lg': 'Hit', 'mrp1': '9-li@ein Neuntel@@QUANfrac@'}
57	ABoT 2.115		523	13′	4-ŠU		<num/>4<aGr>-ŠU</aGr>	4-#ŠU#			<num/>4										1	{'lg': 'Hit', 'mrp1': '4-ŠU@viermal@@QUANmul@'}
58	ABoT 2.115		523	13′	ḫiz~		<d>GIŠ</d>ḫi-iz-<del_in/>	~GIŠ~ḫi-iz-[													DEL	{'lg': 'Hit'}
59	ABoT 2.115		523	14′			"<space c=""33""/>"	*********************************														{'lg': 'Hit'}
60	ABoT 2.115		523	14′			<del_fin/>x-iš	]x-iš													DEL	{'lg': 'Hit'}
61	ABoT 2.115		523	14′	½		<num/>½	½			<num/>½										1	{'lg': 'Hit', 'mrp1': '½@ein halb@@QUANcar@'}
62	ABoT 2.115		523	14′	NINDA.ZI.ḪAR.ḪAR		<sGr>NINDA.ZI.ḪAR.ḪAR</sGr>	NINDA.ZI.ḪAR.ḪAR													1a 1b 	{'lg': 'Hit', 'mrp1': 'NINDA.ZI.ḪAR.ḪAR=@(Brot oder Gebäck)@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.2@'}
63	ABoT 2.115		523	14′	a~	a-	a-<del_in/>	a-[													DEL	{'lg': 'Hit'}
64	ABoT 2.115		523	15′			"<space c=""16""/>"	****************														{'lg': 'Hit'}
65	ABoT 2.115		523	15′	menaḫḫanta	me-na-aḫ-ḫ	me-na-aḫ-ḫ<del_fin/>a-an-da	me-na-aḫ-ḫ]a-an-da													1 2 3 	{'lg': 'Hit', 'mrp1': 'menaḫḫanda@gegenüber@@ADV@', 'mrp2': 'menaḫḫanda@gegenüber@@POSP@', 'mrp3': 'menaḫḫanda@entgegen-@@PREV@', 'mrp4': 'menaḫḫanda@gegenüber@@ADV += ma@CNJctr@@', 'mrp5': 'menaḫḫanda@gegenüber@@POSP += ma@CNJctr@@', 'mrp6': 'menaḫḫanda@entgegen-@@PREV += ma@CNJctr@@'}
66	ABoT 2.115		523	15′			<del_in/>	[														{'lg': 'Hit'}
67	ABoT 2.115		523	16′			"<space c=""34""/>"	**********************************														{'lg': 'Hit'}
68	ABoT 2.115		523	16′			<del_fin/>x-iš	]x-iš													DEL	{'lg': 'Hit'}
69	ABoT 2.115		523	16′	1		<num/>1	1			<num/>1										1	{'lg': 'Hit', 'mrp1': '1@ein@@QUANcar@'}
70	ABoT 2.115		523	16′	NINDA.ZI.ḪAR.ḪAR		<sGr>NINDA.ZI.ḪAR.ḪAR</sGr>	NINDA.ZI.ḪAR.ḪAR													1a 1b 	{'lg': 'Hit', 'mrp1': 'NINDA.ZI.ḪAR.ḪAR=@(Brot oder Gebäck)@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.2@'}
71	ABoT 2.115		523	16′			<del_in/>	[														{'lg': 'Hit'}
72	ABoT 2.115		523	17′			"<space c=""24""/>"	************************														{'lg': 'Hit'}
